Name,Category,Public ID,Weight,Price,Fat,Protein,Carbs,KCal
Творог мягкий обезжиренный Савушкин Нежный 0%,Молоко и яйца,5f921737-06cb-4014-ad4b-e12166fda8f4,125 g,39,0,7,1,32
"Мягкий творог Домик в деревне, 5,5%, 170г",Молоко и яйца,55be0192-9434-40cc-83f7-2fff0d8b8aae,170 g,58,5.5,8.6,3.5,98
Творог зерненый Савушкин малина,Молоко и яйца,cff13ae5-cb7c-454d-9db2-6b20e1229f8f,130 g,64,5,10.6,2.5,98.6
"Творог Растишка клубника, банан, пломбир, с 3 лет, 3.5% (6 шт.)",Молоко и яйца,4a82b1d8-d32b-4e8a-a0a3-6149c2d3414f,270 g,94,3.5,6,11.7,102
Творог Село Зелёное с сохранённой структурой зерна 5%,Молоко и яйца,14377d09-c7f7-4a4b-9454-cbf82450babf,500 g,260,5,14,3,113
Творог Савушкин Продукт Нежный мягкий 5%,Молоко и яйца,3f0a547e-a3d5-487c-a056-fab43af4d70f,125 g,41,5,7,1.6,79.4
"Творог Мама Лама с клубникой и бананом 3,8%",Молоко и яйца,0930d1c2-8dc7-44f4-8f1d-71a68521d8ad,100 g,38,3.8,7.9,9.9,110
Творог Село Зелёное с сохранённой структурой зерна 5%,Молоко и яйца,3e4ad59c-a06a-4231-b8a9-39982a3a7bae,200 g,102,5,14,3,113
Творог Искренне Ваш 5%,Молоко и яйца,4f647556-8aed-4fee-9e83-a0f044a804b6,180 g,86,5,16,3,121
Творог рассыпчатый Простоквашино 5%,Молоко и яйца,a60de761-4441-405d-b635-c4cff1118221,320 g,163,5,16,3,121
Творог Искренне Ваш 9%,Молоко и яйца,b8ed35f8-c4b5-4118-b5a1-87322ef3a9d6,180 g,92,9,16,3,157
Биотворог Сарафаново клубника с пребиотиками 4.5% 120г,Молоко и яйца,02bba599-560f-4213-ade9-766ca07de447,120 g,38,4.5,8.1,9.9,113
Творог Искренне Ваш рассыпчатый 9%,Молоко и яйца,5f501d1e-e973-4a2a-a6de-29c8a0436c53,500 g,224,9,16,3,157
Биотворог Сарафаново Яблоко-Груша 4.5%,Молоко и яйца,b7b10e95-a495-45c8-a304-079db83f24df,120 g,38,4.5,8.1,10.5,115
"Творог Мама Лама Груша и персик 3,8%",Молоко и яйца,9b33c6dd-f38c-4527-ab37-0b688d21c910,100 g,38,3.8,7.2,9.5,100
"Творог Мама Лама Черника 3,8%",Молоко и яйца,56c2c336-57f7-470f-b54f-3a638bbd107e,100 g,38,3.8,7.9,9.7,105
Творог Му-у 9%,Молоко и яйца,d2d44230-f04d-46f0-87c0-4af1a9086380,180 g,92,9,16,3,157
Творожное зерно в сливках 5% Простоквашино,Молоко и яйца,bc31be4a-929f-4f18-9359-dc3c621c32d8,130 g,82,5,9,2.6,91
Творог Балтком 9%,Молоко и яйца,e3a2fedd-a92a-405c-ae15-14d29dc15049,180 g,85,9,16,3,160
Биотворог Верховье Клубника-земляника 4.2% 120г,Молоко и яйца,feb2de59-b462-47c1-a4d9-60dbb6a2bbc0,120 g,45,4.2,7.6,12.7,119
Творог Ростагроэкспорт 9%,Молоко и яйца,d9701e50-76e3-4bdf-9983-e7546894f9af,180 g,105,9,16,3,157
Творожная масса Милград с шоколадной крошкой 20%,Молоко и яйца,5a9f5fa5-7dc3-4203-94a4-e0e874602642,250 g,87,20,7,26,310
"Творог рассыпчатый Домик в деревне, 9%, 435г, в мягком пакете",Молоко и яйца,5a0f51de-8b5e-43bf-b8c9-6daeada69aa8,435 g,204,9,15.3,2,150
"Творог детский Растишка клубника-банан с печеньем, с 3 лет, 3.5%",Молоко и яйца,49aff762-ca94-4017-adf4-21b2624184e1,108 g,76,3.5,6,11.6,102
"БЗМЖ Зерно творож в сливках Село Зел груша 5,0%",Молоко и яйца,82ccce00-0621-42b7-8ce5-e824105c57d9,130 g,64,5.1,11.4,63.3,304
Творог Балтком обезжиренный,Молоко и яйца,d63f19e8-3f73-4908-a5d7-5f662738ac1a,180 g,82,1.5,18,3.5,100
"Творог Домик в деревне в шайбе, 5%, 150г",Молоко и яйца,18f531a8-f6c1-40e4-a67a-1f58570b3113,150 g,82,5,15.3,2.8,117
Творог Вкуснотеево с изюмом мягкий 5%,Молоко и яйца,3c89bbde-38a7-49da-923a-a3926a13c465,175 g,61,5,6,14,111.5
Творожная масса Милград с курагой 20%,Молоко и яйца,5e7119e0-61d1-424e-a2fc-f6e846b21cdc,250 g,87,20,5.1,21.8,230
"Творог Домик в деревне в шайбе, 9%, 150г",Молоко и яйца,a4a6448a-e79d-47ac-b643-ded2236c7418,150 g,92,9,14.3,2.8,149
"Творог Растишка со вкусом клубники и абрикоса 3,5%, 6×45 г",Молоко и яйца,bc59cf1a-6900-4396-acfb-137f646fdede,270 g,94,3.5,6,11.7,102
Творог Балтком 5%,Молоко и яйца,1aca2103-5f11-4cc3-ba84-49614ecafd6e,180 g,84,5,16,3,120
Творог Искренне Ваш рассыпчатый обезжиренный 0%,Молоко и яйца,2f43a339-efa5-48b7-b3b0-7b3ec3973843,500 g,173,0,18,3.3,85
Творог Савушкин Традиционный 9% 300г,Молоко и яйца,b36f4dd6-4c11-49ba-a27a-bc7e14d2cc8c,300 g,136,9,16,1.5,147
Творог Ростагроэкспорт 5%,Молоко и яйца,b5bdec32-5f3b-43a9-84a2-dc790e5613f0,180 g,100,5,16,3,121
"Масса творожная Ростагроэкспорт Особая с сахаром манго и семенами чиа 23%, 180г",Молоко и яйца,83b1cc72-3f96-4930-8800-d2124f6dbc8f,180 g,122,20.9,7.7,32.1,347.3
Творог Вкуснотеево 9%,Молоко и яйца,46e11456-abe0-4127-9e10-d10737ae9d1e,200 g,337,9,16,3,157
Творог Экомилк 5%,Молоко и яйца,502bb397-75c0-4cca-aefd-5b7782df633d,350 g,130,5,16,2.5,120
Творог Му-у 5% 300г,Молоко и яйца,c759df73-8dd7-461b-8384-80a5cc2c07db,300 g,163,5,16,3,121
"Творог Parmalat Comfort Рассыпчатый безлактозный 5%, 260г",Молоко и яйца,74139182-49db-45ab-b4ee-0f247c45db96,260 g,163,5,14,2.3,110
Сметана Простоквашино 25%,Молоко и яйца,14ace7ab-dc08-46a6-b63e-7204b81f81ec,300 g,95,25,2.4,3.1,247
Сметана Простоквашино 15%,Молоко и яйца,4bb44937-1e0c-4ca8-bfcb-65b4bf3d0126,180 g,57,15,2.7,3.6,160
Сметана РостАгроЭкспорт 20%,Молоко и яйца,15f3cf13-c9d0-4687-a27e-87ae44398b4b,280 g,95,20,2.5,3.4,204
Сметана Брест-Литовск 20 %,Молоко и яйца,38479555-fb1e-4949-a4a2-ec197d147b24,180 g,70,20,2.6,2.9,202
Сметана Брест-Литовск 20%,Молоко и яйца,565b46de-9141-4ce9-82a0-823a797af988,300 g,90,20,2.6,2.9,202
Сметана Ростагроэкспорт 15%,Молоко и яйца,c21f256e-0e20-4ad8-8108-c3f7fd3f9b42,320 g,85,15,2.6,3.6,160
"Сметанный продукт Альпийская коровка 20%, 500г",Молоко и яйца,784e2a1e-55ec-4518-9246-07a19873232a,500 g,76,20,2.2,3.3,200
Сметана Ростагроэкспорт термостатная 20%,Молоко и яйца,55303c0c-6e83-4179-9c8d-8a31ffb4b12e,200 g,81,20,2.5,3.4,204
Сметана Красная цена 10% 180г,Молоко и яйца,e143e2a5-2951-4eb5-a1cb-7e8990167a11,180 g,30,10,2.6,3.6,157
Сметана Искренне Ваш 10%,Молоко и яйца,c5d60f2c-51bc-42ea-9490-632cfe72de36,300 g,58,10,2.6,3.9,116
Сметана Эконива 20%,Молоко и яйца,6f51e999-5b4e-45b2-be1e-23c846229378,300 g,98,20,2.5,3.4,200
Сметана Искренне Ваш 15%,Молоко и яйца,74fb309f-3ab2-46e5-85f2-9050e9340858,300 g,80,15,2.6,3.6,160
"Сметана ЛебедяньМолоко, 15%",Молоко и яйца,48a275f3-9936-466a-84a9-e86469ee5113,300 g,79,15,2.6,3.6,160
Сметана Искренне Ваш 20%,Молоко и яйца,fa2b6cab-b83a-4aef-ba75-eeeb91940608,300 g,86,20,2.5,3.4,204
Сметана Ростагроэкспорт 15%,Молоко и яйца,e60d9c94-e819-4862-9a01-25f58f3c4e1c,180 g,76,15,2.6,3.6,160
Сметана Parmalat Comfort безлактозная 15%,Молоко и яйца,66f190d3-8ed7-4380-831e-e687afc0e8f2,300 g,120,15,2.6,4,161
"Сметана МУ-У, 15%",Молоко и яйца,bea70d28-5a0b-42c6-8ebe-f5078ce08bc4,300 g,80,15,2.6,3.6,160
Сметана Ростагроэкспорт 15%,Молоко и яйца,672c8317-5c7e-4fc0-a088-8e408490027f,50 g,34,15,2.6,3.6,160
Напиток кисломолочный Имунеле For Kids Клубничное мороженое 1.5%,Молоко и яйца,713fd4a0-1156-421b-a548-9ab7239a4f71,100 ml,31,1.5,2.7,11.6,71
"Напиток кисломолочный Имунеле со вкусом Земляника, 1,2%, 100г",Молоко и яйца,4bdfc445-2948-4df9-a0b3-d03ee97f26d1,95 ml,31,1.2,2.7,11.6,68
"Сывороточный коктейль с соком Мажитэль Ананас-Манго, 950г",Молоко и яйца,90972fb5-7996-4553-879c-303f3946e15f,950 ml,122,0.04,0.3,11.6,48
"Напиток кисломолочный Имунеле For Kids Малиновый пломбир 1.5%, 100г",Молоко и яйца,faaef2bf-c987-40c0-a7e5-53ff2ccf6743,100 ml,31,1.5,2.7,11.4,70
Ряженка Домик в деревне 3.2% 900г,Молоко и яйца,341df7a4-ecff-4afd-95da-2f13c8de78ff,900 ml,107,3.2,3.1,4.2,58
"Напиток кисломолочный со вкусом клубники Фругурт 1,5%, 950г",Молоко и яйца,2205172a-51f9-4083-88d3-25f4df4a478a,950 ml,102,1.5,2.6,11.7,71
Снежок Домик в деревне Для тебя 2.5% 270г,Молоко и яйца,4c3d9e90-c57d-4569-85fb-b1d0ca27f69f,270 ml,48,2.5,3,10,75
"Напиток кисломолочный со вкусом персика Фругурт 1,5%, 950г",Молоко и яйца,3e53a530-087f-46b0-a377-aa575896212e,950 ml,102,1.5,2.6,11.7,71
"Сывороточно-молочный коктейль Мажитэль с соком и с витаминами со вкусом Клубника, 950г",Молоко и яйца,bf4e2f49-43d7-4083-b029-017df9f968e0,950 ml,138,0.05,0.4,11.7,49
Ряженка Домик в деревне Для тебя Топленое молоко 2.5% 270г,Молоко и яйца,30e8e202-82f0-46f6-ac99-786ebcbab43f,270 ml,48,2.5,2.9,4.2,51
Ряженка Нашей дойки 4%,Молоко и яйца,c48d8027-69bc-4e4a-a3b6-82d9ddee2b2e,1 l,115,4,3,4.7,64
Напиток функциональный Имунеле For Kids Тутти-фрутти 1.5%,Молоко и яйца,ba6a3bad-4cc3-4395-8db3-8ffacbe3782a,100 ml,31,1.5,2.7,11.4,70
"Мацони Ростагроэкспорт 3,2%",Молоко и яйца,e14bc9a5-c1aa-4c94-a01f-e8f80cdcebca,300 ml,70,3.2,2.8,3.6,54
"Напиток кисломолочный Имунеле со вкусом Лесные ягоды 1,2%, 100г",Молоко и яйца,b1779627-8eb8-44aa-9736-e47f9d69726f,95 ml,31,1.2,2.7,12.1,70
"Продукт кисломолочный Простоквашино ряженковый сладкий со вкусом ванили 6%, 150мл",Молоко и яйца,6e2e6787-7f03-41d6-9495-e1070aa33d19,150 ml,51,6,4.3,11.9,119
Напиток кисломолочный Ростагроэкспорт Тан 0.5%,Молоко и яйца,dd608cd0-3367-4021-852e-19a3375a06de,1 l,88,0.5,1.4,1.8,17.3
Напиток кисломолочный Exponenta Hign-Pro Черника-земляника 0%,Молоко и яйца,2a786280-875b-4d6b-a0b9-4ff059455e5f,250 ml,136,0,12,2.5,60
Напиток кисломолочный Exponenta High-Pro Клубника-арбуз,Молоко и яйца,0652a47b-8de5-47ed-ba8a-a89296de33a3,250 ml,136,0,12,2.5,60
Ряженка МУ-У 2.5% 450г,Молоко и яйца,b5f1efb9-af09-4398-9cec-7479dc282170,450 ml,61,2.5,3,4.2,51
Ряженка Домик в деревне Для тебя Клубника 2.1% 270г,Молоко и яйца,0e87c962-39b9-4ab1-9aac-a8372ddcee4c,270 ml,48,2.1,2.9,10.8,74
Напиток Айран Halalmilk Халяль 1%,Молоко и яйца,8c4d3c05-1e09-4c01-abf1-9f9906e445e3,500 ml,59,1,1,1.4,18
Напиток сывороточный Актуаль персик-маракуйя 310мл,Молоко и яйца,dbaf704b-118e-445e-9347-c43d70cba419,310 ml,38,0.1,0.3,9.4,40
Масло сливочное Экомилк 82.5%,Молоко и яйца,27bc098a-7136-4126-934d-c887d8e2c8ed,180 g,220,82.5,0.6,0.8,748
"Масло сливочное Брест-Литовск 72,5%",Молоко и яйца,8731cf39-458e-422e-8aa2-3c4a56603868,180 g,194,72.5,0.8,1.3,661
"Масло сливочное Коровка из Кореновки Традиционное 82,5%",Молоко и яйца,e5b3b7d3-7503-44e6-ad3d-9075e8325032,170 g,222,82.5,1,1,748
Масло Сыроваровъ и Масловъ Традиционное сладко-сливочное 82.5% 180г,Молоко и яйца,bc29f497-5020-46f7-aa4d-bd2f4bcfb852,180 g,140,82.5,0.5,0.8,748
"Масло сливочное ЭКОМИЛК 82,5%, без змж",Молоко и яйца,52c3ed0d-3cc4-4cbd-8acb-90f4b878d50d,380 g,380,82.5,0.6,0.8,748
"Спред растительно-жировой Кремлевское 72,5%",Молоко и яйца,3533edbd-7daf-4742-a48c-7be9e6f9f095,180 g,67,72.5,1,1.4,662
Маргарин Хозяюшка Сливочный 60%,Молоко и яйца,0aa6336d-80fe-447a-9062-7b9d1e01dc92,200 g,50,60,2,3,560
"Масло сливочное Экомилк Крестьянское 72,5%",Молоко и яйца,810a79f6-2df9-4455-908a-827ac0b3b509,180 g,178,72.5,1,1.4,662
"Масло сливочное Му-у Традиционное 82,5%",Молоко и яйца,61d741a0-a5be-4281-9f03-53b236f0c78f,180 g,204,82.5,0.6,0.8,748
Масло Рогачевъ Крестьянское сливочное 72.5%,Молоко и яйца,245b710a-4617-4737-a7d7-4bac38918bb7,160 g,158,72.5,1,1.4,662
Масло сливочное Из Вологды традиционное 82.5 %,Молоко и яйца,ce99fd09-0a11-490d-80b1-6f7717acb30e,160 g,265,82.5,0.6,0.8,748
Масло Ульянка сладкосливочное несоленое 82.5%,Молоко и яйца,1891dd73-e336-4d39-b98b-fa60db16470e,160 g,184,82.5,0.5,0.8,750
Масло Рогачевъ Традиционное сливочное 82.5%,Молоко и яйца,67b3feab-c015-44c3-ab56-81239e61fff3,160 g,245,82.5,0.6,0.8,748
Масло Гхи Беловежские Сыры топленое 99% 200г,Молоко и яйца,d9ce9962-60c2-4af9-9169-a19b465d137d,200 g,326,99,0.3,0,392
"Масло сливочное Тысяча Озёр без лактозы 82,5 %",Молоко и яйца,fe7141a9-ac14-49bd-8459-6f41d645025f,150 g,210,82.5,0.6,0.8,748
Сливки Домик в деревне 10% 480г,Молоко и яйца,d7c7037f-4e6b-4509-b41b-0287944350cc,480 ml,153,10,2.6,4.3,118
Сливки Село Зелёное для взбивания 33%,Молоко и яйца,7caf1868-b9cc-4c4f-bf07-6aa8675e66db,500 ml,309,33,1.9,3.5,319
"Сливки Ehrmann питьевые ультрапастеризованные для кофе 10 %, 10х10 мл",Молоко и яйца,816295a0-44cf-410a-b49b-3aa9dd77c2fc,100 ml,61,10,2.6,3.9,120
Крем взбитый Альпенурт сливочный Альпенгурт Классик 200г Словакия,Молоко и яйца,5ba40b87-6b3a-4924-825f-296bd7d0117b,200 ml,352,17,17,17,230
Сливки ЭкоНива Professional Line ультрапастеризованные 10%,Молоко и яйца,e2f416b9-f1a3-4e8f-95a8-a7b1b18bacb1,1 l,200,10,2.6,4.3,120
Сливки ультрапастеризованные Эконива 10%,Молоко и яйца,d00daf0a-179e-4849-889c-89dffb218e9e,200 ml,61,10,2.6,4.3,118
Кефир Простоквашино 2.5%,Молоко и яйца,a3ccf975-a8a2-4edb-be4e-b82bf25ef74e,930 ml,73,2.5,3,4,51
"Кефир Эконива 3,2%",Молоко и яйца,61f46d49-fd05-40d3-b405-14698a99ad47,1 l,93,3.2,3,4,55
Биокефир Bio-Баланс Turbo Fit 1%,Молоко и яйца,aab5cfd7-02c4-4f23-8436-e610c5cbbb54,930 ml,100,1,3.2,4.3,39
Коктейль кефирный Простоквашино с клубникой обезжиренный,Молоко и яйца,43682f6a-cb2b-4cc5-84b0-918ef3462a30,900 ml,111,0.1,3,9.4,51
"Биопродукт Био баланс Кисломолочный кефирный обогащенный бифидобактериями 1%, 330мл",Молоко и яйца,10bd68e4-0629-45f8-b4dc-1fc44a90373a,330 ml,42,1,3,4.3,38
Кефир Домик в деревне Для тебя 2.5% 270г,Молоко и яйца,5afef1ec-a9de-4f63-951f-5174503e063c,270 ml,45,2.5,3.1,4,51
"Коктейль Био баланс кефирный с клубникой обогащенный бифидобактериями 0.1%, 330мл",Молоко и яйца,3e24f39a-8756-428d-a61b-7b7a382ff8e8,330 ml,42,0.1,3,9.4,51
Кефир Из молока нашей дойки 3.2-4%,Молоко и яйца,714753c8-ff89-4a32-bdd2-089508dcfcd0,900 ml,90,3.2,3,4,65
"Коктейль молочный Чудо, шоколад, 3%, 200г",Молоко и яйца,cfb6806d-4414-4143-85d7-cf431207eb93,200 ml,50,3,3,15.5,101
"Коктейль молочный Чудо, со вкусом клубника, 2%, 960г",Молоко и яйца,6fa7957e-b8ac-4723-b677-d473dc895b5d,960 ml,163,2,2.6,9.2,65
"Коктейль молочный Чудо, со вкусом шоколад, 2%, 960г",Молоко и яйца,cb6e7cc5-74c9-4381-9447-260acab58011,960 ml,163,2,2.8,11.9,77
"Коктейль молочный Чудо, со вкусом клубника, 2%, 200г",Молоко и яйца,b173d9ec-d668-484d-a760-15075b05fc48,200 ml,50,2,2.6,9.2,65
"Коктейль молочный Чудо Шоколад 2%, 950г в бутылке",Молоко и яйца,e582a702-c26e-4ee9-a302-4b66057bcef8,914 ml,173,2,2.8,11.9,77
"Коктейль молочный Чудо Клубника, 2%, 950г, в бутылке",Молоко и яйца,b02eef22-45f0-41af-9e01-5790c150e240,950 ml,173,2,2.9,9.4,67
Коктейль Молочный Растишка 2% Ванильное Мороженое,Молоко и яйца,e65c8fe8-a0c7-4385-bc65-9daacd32f68c,210 ml,53,2,3.3,9.9,70
"Коктейль молочный Авишка со вкусом Клубники 2,5%",Молоко и яйца,0161b17b-7ab9-47ce-94cd-bdd65178ae4f,200 ml,29,2.5,2.8,9,70
"Коктейль молочный Parmalat Капуччино итальяно с кофе и какао 1,5%",Молоко и яйца,629619ac-d9da-47de-9e06-d994e81c8293,1 l,173,1.5,3.2,11.4,72
Коктейль Богдаша мороженое со вкусом клубничного пломбира 1.5% 900г,Молоко и яйца,8c4ee9b2-902b-49ba-96c2-9772b0f79692,900 ml,143,1.5,3.8,7,60
Коктейль Богдаша мороженое со вкусом сливочного пломбира 1.5% 900г,Молоко и яйца,38a4e3e6-a76c-45a2-ad85-530d7380052c,900 ml,143,1.5,3.8,7,60
"Коктейль молочный «Клубника» 2.0%, «Растишка»,»",Молоко и яйца,c6086a93-5638-4bf9-9629-4d8ca9d659d8,210 ml,53,2,3.3,9.9,70
"Молоко сгущённое Алексеевское цельное 8,5%",Молоко и яйца,2cf4c2dc-1fea-4702-9732-ac16b5734030,270 g,136,8.5,7,56,330
Молоко сгущенное Рогачевъ цельное с сахаром 8.5%,Молоко и яйца,d9e18e99-7a9c-4118-b560-c27c91191108,380 g,168,8.5,8,56,330
"Молоко сгущенное Рогачевъ цельное с сахаром, 8.5%, БЗМЖ",Молоко и яйца,46bfe52f-aeab-43f6-a6b1-20f3addc4058,280 g,153,8.5,8,56,330
Курага,Сухофрукты,f546dbfe-2bb5-493e-bcef-c6677ae75925,200 g,245,1,4,48,217
Изюм светлый,Сухофрукты,b7e2cd38-6afd-4ea1-a309-4c540df51b1a,200 g,108,0.5,2,72,296
Орехово-фруктовое ассорти,Сухофрукты,36ecc3dd-8449-4578-80cc-ebafe7368474,200 g,92,54,11,12.7,648
Цукаты ананаса,Сухофрукты,d1192ede-7036-4fab-bd21-c17f2251da97,200 g,122,2.2,1.7,17.9,91
Сушеные бананы ТМ Chuoi say (Чхуои сей),Сухофрукты,1ee5636b-4e88-49d1-9355-1bf366e70e35,100 g,71,1,4,74,320
Смесь компотная,Сухофрукты,d26f4567-6fee-4e77-9eea-fb34bf94455e,500 g,204,0.3,5.1,51,56
Мука пшеничная Makfa высший сорт,Все для выпечки,db051d35-7a2b-4030-9103-e4758a9273a1,2 kg,140,1.1,12,70.6,334
Мука Пшеничная,Все для выпечки,908c3722-ed84-4262-abad-cb7a4eb6cab9,2 kg,45,1,10,76,352
"Мука Пышечка пшеничная хлебопекарная, высший сорт",Все для выпечки,ad65af2d-2596-4224-933d-d4ab913762bf,1 kg,61,1.1,10.3,70.6,334
Мука Пышечка пшеничная высший сорт,Все для выпечки,5d7e9deb-b30d-40ef-89e0-a1b7d0a496bd,2 kg,112,1.3,10,67,319
"Мука Garnec универсальная без глютена, 500г",Все для выпечки,9416342b-6e9d-49bf-a66a-97958d662858,500 g,173,83,1,5,360
Сода пищевая,Все для выпечки,903f8792-e4b3-4cf6-b651-cc1f11b26b14,500 g,44,0,0,0,0
Дрожжи хлебопекарные Люкс экстра прессованные,Все для выпечки,79ab8269-57a5-45af-b52c-0bbc1413be45,100 g,21,0.4,12,8.5,85
Молоко сухое Си-Продукт ГОСТ цельное 26% 200г,Все для выпечки,69aa62b3-4089-40da-a424-ffa55a55ce4c,200 g,245,26,26,40,480
Заменитель сухих сливок Mr. Сливкин,Все для выпечки,2afcf0cc-4a83-4eac-8f03-3db870297afd,200 g,102,30,3,62,530
"Корица молотая ""Kotanyi""",Все для выпечки,a4983557-3237-462c-b9eb-b1235dab9ad4,25 g,92,3.2,3.9,56,321
Корица молотая Dr.Bakers,Все для выпечки,f6b54cf7-50fb-409c-a0c5-430d9b31665f,8 g,41,3,4,56,315.8
Мак кондитерский Готовим дома,Все для выпечки,e67595ae-ffc3-4552-8c00-2abc51dd6f9e,100 g,138,39.8,21.2,11.2,490
Лимоны вес,Лимоны и апельсины,7c67cc29-8d78-4d69-a78f-0f667909a694,250 g,41,0.1,0.9,3,16
Напиток Добрый Cola,Вода и напитки,77290783-f8a7-4668-868a-529e194bf43f,1.5 l,130,0,0,10.6,42
"Напиток Добрый Кола без сахара сильногазированный, 1.5 л",Вода и напитки,0989aad9-ff28-46e9-8d4b-a4c2155c869b,1.5 l,130,0,0,0,0.3
Напиток сильногазированный Cool Cola безалкогольный,Вода и напитки,b8e1d7d3-7777-4e1c-9c5e-770abf201f3a,1.5 l,100,0,0,11,45
Лимонад Черноголовка Оригинальный сильногазированный,Вода и напитки,5cf9585b-d2c8-41e3-8a32-a379aba6767a,2 l,125,0,0,4.5,20
Напиток Laimon Fresh среднегазированный,Вода и напитки,e7492126-12a6-4986-a813-ac480127f113,1.5 l,140,0,0,12,50
Напиток Cool Cola Zero сильногазированный,Вода и напитки,0a4720aa-9da7-41aa-9b33-39bd8589d788,1.5 l,100,0,0,0,0.2
Напиток сильногазированный Добрый Апельсин,Вода и напитки,65710bc1-9346-4e32-b1a2-c9ae7ce16653,1.5 l,130,0,0,8,32
Напиток Очаково Коктейль Мохито освежающий среднегазированный,Вода и напитки,392ba8e3-2fcf-48a3-9202-5427283a2518,500 ml,74,0,0,12,45
Напиток сильногазированный Street безалкогольный,Вода и напитки,063b7892-4e15-45fa-801f-12f58beb11f2,1.5 l,100,0,0,4.8,20
Напиток Добрый Cola,Вода и напитки,0f95068e-a497-434f-a557-491e71ad2969,500 ml,78,0,0,10.6,42
Газированный напиток Добрый Cola без сахара 250 мл,Вода и напитки,b0355b72-857e-40e6-8ef8-821d4778f7cb,250 ml,57,0,0,0,0.3
Напиток безалкогольный Fresh Bar Magic Skills,Вода и напитки,782de450-e7fb-483b-9b72-3d1df6f3515d,1.5 l,80,0,0,11,44
"Квас живой Царские припасы традиционный, 1 л",Вода и напитки,2aadead1-56a1-4c5c-b91e-76b8177f507f,1 l,133,0,0,8,32
Напиток сильногазированный Cool Cola безалкогольный,Вода и напитки,04659a6e-d0c7-4960-ab77-c8e8464aabbb,1 l,73,0,0,11,45
Напиток газированный Фрустайл/Frustyle со вкусом Апельсин 2л,Вода и напитки,7174a964-61c5-4666-9d0c-faa225b16313,2 l,160,0,0,12.7,52
"Напиток безалкогольный Fresh Bar Kiwi Mix сильногазированный, 1.5л",Вода и напитки,ac92c581-7502-4fe0-8ec1-9413821168ed,1.5 l,80,0,0,9.1,37
Напиток безалкогольный Напитки из Черноголовки Дюшес,Вода и напитки,2a9366d7-9fa2-456d-b5e4-829eb9046600,1 l,92,0,0,9.7,40
"Напиток газированный Fresh Bar Magic Skills 0,45л",Вода и напитки,dbb0faa7-6a61-4600-bac2-74be8ddb0268,450 ml,55,0,0,9.6,42
Напиток Добрый Кола без сахара,Вода и напитки,14e55b79-95eb-48da-b60a-b97d5a1bad15,500 ml,78,0,0,0,0.3
Напиток сильногазированный Fancy безалкогольный,Вода и напитки,d20746bc-1cd7-4a30-a95d-31c06ccec56c,1.5 l,100,0,0,11,45
Напиток Черноголовка Байкал сильногазированный,Вода и напитки,01d663e0-d4a3-4ad7-a9c5-5a8947be5c4e,1 l,92,0,0,10,40
"Напиток безалкогольный сильногазированный Добрый, Манго - Маракуйя",Вода и напитки,ea2b39d3-ba9e-4714-abfe-a98771ab6f3a,1.5 l,130,0,0,8,32
Квас двойного брожения Очаковский фильтрованный,Вода и напитки,0553e685-2091-4c6a-89f6-7764bbad0101,500 ml,75,0,0,6.5,35
Напиток газированный Rich Индиан Тоник,Вода и напитки,4376c436-c180-42dc-9622-ee3f1c06c29b,1 l,91,0,0,0,36
Напиток безалкогольный ДОБРЫЙ Кола малина ,Вода и напитки,574a5f91-e580-429a-b81f-a1f901bd9b1b,1.5 l,130,0,0,4.8,19
Напиток газированный Фрустайл/Frustyle со вкусом Апельсин 1л,Вода и напитки,493716a9-397f-438c-8072-b6c51e7b418f,1 l,90,0,0,12.7,52
Напиток Cool Cola Zero газированный,Вода и напитки,ca7c5f87-0d50-430b-a70d-5bd33e89eb4c,1 l,73,0,0,0,0.2
Напиток Cool Cola газированный,Вода и напитки,76f4e210-8dfc-4295-827b-b966f9068628,330 ml,45,0,0,11,45
Напиток газированный Фрустайл/Frustyle со вкусом Лимон Лайм 1л,Вода и напитки,ac9b75c0-419f-4176-b427-de89720d55ee,1 l,90,0,0,7.2,30
Напиток газированный Фрустайл/Frustyle со вкусом Лимон Лайм 2л,Вода и напитки,9f7437b6-c9f7-4a0c-b751-01acd185d7e6,2 l,160,0,0,7.2,30
Квас Желтая бочка Живого брожения фильтрованный пастеризованный,Вода и напитки,dc01c966-d2bf-4d6c-954c-0ad171256797,500 ml,61,0.1,0.1,4,25
Напиток Добрый Апельсин с витамином С газированный,Вода и напитки,aa42f22c-9498-43f8-b422-f333443b9a15,250 ml,57,0,0,8,32
"Напиток сильногазированный Добрый Cola Ваниль, 250мл",Вода и напитки,52353dd9-ed50-4c02-b194-4986aa4a27de,250 ml,57,0,0,4.9,20
Напиток газированный Добрый Cola карамель,Вода и напитки,31a7fca9-3e34-4121-9ec8-50f15a2c05e4,1.5 l,130,0,0,4.9,20
Газированный напиток Rich Bitter Грейпфрут 1 л,Вода и напитки,efc17ab5-9b15-482a-b189-1808bf0d6e32,1 l,91,0,0,4.8,19
Напиток Добрый со вкусом Лимон-Лайм газированный,Вода и напитки,87ad9deb-7ac2-4aed-9f9b-5ba16adadaf8,250 ml,57,0,0,4.6,18
Напиток Добрый Кола ваниль ,Вода и напитки,4368ac50-f0a2-450b-b83e-f19f25e164c6,1.5 l,130,0,0,4.9,85
